,concept_code_y,concept_name_y,opcs
9,0DVP0CZ,"Restriction of Rectum with Extraluminal Device, Open Approach",0DVP0CZ
10,0DVP0DZ,"Restriction of Rectum with Intraluminal Device, Open Approach",0DVP0DZ
11,0DVP0ZZ,"Restriction of Rectum, Open Approach",0DVP0ZZ
12,0DVP3CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Approach",0DVP3CZ
13,0DVP3DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Approach",0DVP3DZ
14,0DVP3ZZ,"Restriction of Rectum, Percutaneous Approach",0DVP3ZZ
15,0DVP4CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Endoscopic Approach",0DVP4CZ
16,0DVP4DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Endoscopic Approach",0DVP4DZ
17,0DVP4ZZ,"Restriction of Rectum, Percutaneous Endoscopic Approach",0DVP4ZZ
18,0DVP7DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening",0DVP7DZ
19,0DVP7ZZ,"Restriction of Rectum, Via Natural or Artificial Opening",0DVP7ZZ
20,0DVP8DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0DVP8DZ
21,0DVP8ZZ,"Restriction of Rectum, Via Natural or Artificial Opening Endoscopic",0DVP8ZZ
304,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
305,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
306,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
307,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
308,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
309,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
310,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
311,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
312,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
313,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
314,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
315,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
316,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
317,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
318,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
319,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
320,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
321,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
322,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
323,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
324,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
325,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
326,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
327,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
328,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
329,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
330,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
331,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
332,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
333,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
334,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
335,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
336,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
337,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
338,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
339,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
340,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
341,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
342,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
343,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
344,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
345,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
346,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
347,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
348,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
349,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
350,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
351,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
352,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
353,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
354,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
355,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
356,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
357,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
358,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
359,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
360,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
361,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
362,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
363,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
364,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
365,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
366,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
367,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
368,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
369,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
370,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
371,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
372,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
373,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
374,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem,D021JZZ
375,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord,D026DZZ
376,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord,D026HZZ
377,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord,D026JZZ
378,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve,D027DZZ
379,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve,D027HZZ
380,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve,D027JZZ
381,DF20DZZ,Stereotactic Other Photon Radiosurgery of Liver,DF20DZZ
382,DF20HZZ,Stereotactic Particulate Radiosurgery of Liver,DF20HZZ
383,DF20JZZ,Stereotactic Gamma Beam Radiosurgery of Liver,DF20JZZ
384,DF21DZZ,Stereotactic Other Photon Radiosurgery of Gallbladder,DF21DZZ
385,DF21HZZ,Stereotactic Particulate Radiosurgery of Gallbladder,DF21HZZ
386,DF21JZZ,Stereotactic Gamma Beam Radiosurgery of Gallbladder,DF21JZZ
387,DF22DZZ,Stereotactic Other Photon Radiosurgery of Bile Ducts,DF22DZZ
388,DF22HZZ,Stereotactic Particulate Radiosurgery of Bile Ducts,DF22HZZ
389,DF22JZZ,Stereotactic Gamma Beam Radiosurgery of Bile Ducts,DF22JZZ
390,DF23DZZ,Stereotactic Other Photon Radiosurgery of Pancreas,DF23DZZ
391,DF23HZZ,Stereotactic Particulate Radiosurgery of Pancreas,DF23HZZ
392,DF23JZZ,Stereotactic Gamma Beam Radiosurgery of Pancreas,DF23JZZ
393,DG20DZZ,Stereotactic Other Photon Radiosurgery of Pituitary Gland,DG20DZZ
394,DG20HZZ,Stereotactic Particulate Radiosurgery of Pituitary Gland,DG20HZZ
395,DG20JZZ,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,DG20JZZ
396,DG21DZZ,Stereotactic Other Photon Radiosurgery of Pineal Body,DG21DZZ
397,DG21HZZ,Stereotactic Particulate Radiosurgery of Pineal Body,DG21HZZ
398,DG21JZZ,Stereotactic Gamma Beam Radiosurgery of Pineal Body,DG21JZZ
399,DG22DZZ,Stereotactic Other Photon Radiosurgery of Adrenal Glands,DG22DZZ
400,DG22HZZ,Stereotactic Particulate Radiosurgery of Adrenal Glands,DG22HZZ
401,DG22JZZ,Stereotactic Gamma Beam Radiosurgery of Adrenal Glands,DG22JZZ
402,D720DZZ,Stereotactic Other Photon Radiosurgery of Bone Marrow,D720DZZ
403,D720HZZ,Stereotactic Particulate Radiosurgery of Bone Marrow,D720HZZ
404,D720JZZ,Stereotactic Gamma Beam Radiosurgery of Bone Marrow,D720JZZ
