,concept_code_y,concept_name_y,opcs
54,H35.8,Other specified fixation of rectum for prolapse,H358
55,H35.9,Unspecified fixation of rectum for prolapse,H359
56,H35,Fixation of rectum for prolapse,H35
57,H36,Other abdominal operations for prolapse of rectum,H36
1187,Y89,Brachytherapy,Y89
1208,H56.3,Incision of septum of anus,H563
2600,U17.4,Barium enema,U174
2601,Y90.5,Barium enema NEC,Y905
2678,X65.4,Delivery of a fraction of external beam radiotherapy NEC,X654
2679,Y91.8,Other specified external beam radiotherapy,Y918
2680,Y91.9,Unspecified external beam radiotherapy,Y919
3718,A61.3,Radiotherapy to lesion of peripheral nerve,A613
3729,C24.2,Radiotherapy to lacrimal gland,C242
3741,C45.5,Radiotherapy to lesion of cornea,C455
3753,G82.1,Radiological reduction of intussusception of ileum using barium enema,G821
3775,H06.3,Extended right hemicolectomy and anastomosis NEC,H063
3776,H06.8,Other specified extended excision of right hemicolon,H068
3777,H06.9,Unspecified extended excision of right hemicolon,H069
3782,H06,Extended excision of right hemicolon,H06
3805,H12.8,Other specified extirpation of lesion of colon,H128
3806,H12.9,Unspecified extirpation of lesion of colon,H129
3807,H12,Extirpation of lesion of colon,H12
4247,H13.8,Other specified bypass of colon,H138
4248,H13.9,Unspecified bypass of colon,H139
4249,H13,Bypass of colon,H13
4258,H13.3,Bypass of colon by anastomosis of transverse colon to sigmoid colon,H133
4269,H14.2,Refashioning of caecostomy,H142
4281,H15.6,Reduction of prolapse of colostomy,H156
4294,H17.1,Open reduction of intussusception of colon,H171
4304,H17.5,Open relief of strangulation of colon,H175
4315,H18.1,Open colonoscopy,H181
4325,H19.1,Open biopsy of lesion of colon,H191
4333,H19.3,Enterorrhaphy of colon,H193
4346,H20.1,Fibreoptic endoscopic snare resection of lesion of colon,H201
4358,H20.2,Fibreoptic endoscopic cauterisation of lesion of colon,H202
4370,H20.3,Fibreoptic endoscopic laser destruction of lesion of colon,H203
4380,H21.1,Fibreoptic endoscopic dilation of colon,H211
4392,H21.2,Fibreoptic endoscopic coagulation of blood vessel of colon,H212
4406,H26.1,Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope,H261
4419,H26.2,Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope,H262
4433,H26.3,Endoscopic laser destruction of lesion of sigmoid colon using rigid sigmoidoscope,H263
4446,H26.4,Endoscopic cryotherapy to lesion of sigmoid colon using rigid sigmoidoscope,H264
4457,H27.1,Endoscopic dilation of sigmoid colon using rigid sigmoidoscope,H271
4470,H30.5,Irrigation of colon,H305
4480,H33.3,Anterior resection of rectum and anastomosis of colon to rectum using staples,H333
4491,H34.1,Open excision of lesion of rectum,H341
4501,H34.2,Open cauterisation of lesion of rectum,H342
4510,H34.3,Open cryotherapy to lesion of rectum,H343
4521,H34.4,Open laser destruction of lesion of rectum,H344
4531,H40.1,Trans-sphincteric excision of mucosa of rectum,H401
4541,H40.3,Trans-sphincteric destruction of lesion of rectum,H403
4568,H42.6,Perineal repair of prolapse of rectum NEC,H426
4569,H42.8,Other specified perineal operations for prolapse of rectum,H428
4570,H42.9,Unspecified perineal operations for prolapse of rectum,H429
4583,H42.2,Perineal plication of levator ani muscles and anal sphincters,H422
4603,H42.3,Insertion of supralevator sling,H423
4613,H44.4,Examination of rectum under anaesthetic,H444
4622,H44.5,Massage of rectum,H445
4709,H47.1,Excision of sphincter of anus,H471
4723,H48.2,Excision of skin tag of anus,H482
4736,H48.1,Excision of polyp of anus,H481
4763,H49.8,Other specified destruction of lesion of anus,H498
4764,H49.9,Unspecified destruction of lesion of anus,H499
4765,H49,Destruction of lesion of anus,H49
4781,H49.1,Cauterisation of lesion of anus,H491
