,concept_code_y,concept_name_y,opcs
9,0DVP0CZ,"Restriction of Rectum with Extraluminal Device, Open Approach",0DVP0CZ
10,0DVP0DZ,"Restriction of Rectum with Intraluminal Device, Open Approach",0DVP0DZ
11,0DVP0ZZ,"Restriction of Rectum, Open Approach",0DVP0ZZ
12,0DVP3CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Approach",0DVP3CZ
13,0DVP3DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Approach",0DVP3DZ
14,0DVP3ZZ,"Restriction of Rectum, Percutaneous Approach",0DVP3ZZ
15,0DVP4CZ,"Restriction of Rectum with Extraluminal Device, Percutaneous Endoscopic Approach",0DVP4CZ
16,0DVP4DZ,"Restriction of Rectum with Intraluminal Device, Percutaneous Endoscopic Approach",0DVP4DZ
17,0DVP4ZZ,"Restriction of Rectum, Percutaneous Endoscopic Approach",0DVP4ZZ
18,0DVP7DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening",0DVP7DZ
19,0DVP7ZZ,"Restriction of Rectum, Via Natural or Artificial Opening",0DVP7ZZ
20,0DVP8DZ,"Restriction of Rectum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0DVP8DZ
21,0DVP8ZZ,"Restriction of Rectum, Via Natural or Artificial Opening Endoscopic",0DVP8ZZ
316,DU21HZZ,Stereotactic Particulate Radiosurgery of Cervix,DU21HZZ
317,DU21JZZ,Stereotactic Gamma Beam Radiosurgery of Cervix,DU21JZZ
318,DU22DZZ,Stereotactic Other Photon Radiosurgery of Uterus,DU22DZZ
319,DU22HZZ,Stereotactic Particulate Radiosurgery of Uterus,DU22HZZ
320,DU22JZZ,Stereotactic Gamma Beam Radiosurgery of Uterus,DU22JZZ
321,DV20DZZ,Stereotactic Other Photon Radiosurgery of Prostate,DV20DZZ
322,DV20HZZ,Stereotactic Particulate Radiosurgery of Prostate,DV20HZZ
323,DV20JZZ,Stereotactic Gamma Beam Radiosurgery of Prostate,DV20JZZ
324,DV21DZZ,Stereotactic Other Photon Radiosurgery of Testis,DV21DZZ
325,DV21HZZ,Stereotactic Particulate Radiosurgery of Testis,DV21HZZ
326,DV21JZZ,Stereotactic Gamma Beam Radiosurgery of Testis,DV21JZZ
327,DB20DZZ,Stereotactic Other Photon Radiosurgery of Trachea,DB20DZZ
328,DB20HZZ,Stereotactic Particulate Radiosurgery of Trachea,DB20HZZ
329,DB20JZZ,Stereotactic Gamma Beam Radiosurgery of Trachea,DB20JZZ
330,DB21DZZ,Stereotactic Other Photon Radiosurgery of Bronchus,DB21DZZ
331,DB21HZZ,Stereotactic Particulate Radiosurgery of Bronchus,DB21HZZ
332,DB21JZZ,Stereotactic Gamma Beam Radiosurgery of Bronchus,DB21JZZ
333,DB22DZZ,Stereotactic Other Photon Radiosurgery of Lung,DB22DZZ
334,DB22HZZ,Stereotactic Particulate Radiosurgery of Lung,DB22HZZ
335,DB22JZZ,Stereotactic Gamma Beam Radiosurgery of Lung,DB22JZZ
336,DB25DZZ,Stereotactic Other Photon Radiosurgery of Pleura,DB25DZZ
337,DB25HZZ,Stereotactic Particulate Radiosurgery of Pleura,DB25HZZ
338,DB25JZZ,Stereotactic Gamma Beam Radiosurgery of Pleura,DB25JZZ
339,DB26DZZ,Stereotactic Other Photon Radiosurgery of Mediastinum,DB26DZZ
340,DB26HZZ,Stereotactic Particulate Radiosurgery of Mediastinum,DB26HZZ
341,DB26JZZ,Stereotactic Gamma Beam Radiosurgery of Mediastinum,DB26JZZ
342,DB27DZZ,Stereotactic Other Photon Radiosurgery of Chest Wall,DB27DZZ
343,DB27HZZ,Stereotactic Particulate Radiosurgery of Chest Wall,DB27HZZ
344,DB27JZZ,Stereotactic Gamma Beam Radiosurgery of Chest Wall,DB27JZZ
345,DB28DZZ,Stereotactic Other Photon Radiosurgery of Diaphragm,DB28DZZ
346,DB28HZZ,Stereotactic Particulate Radiosurgery of Diaphragm,DB28HZZ
347,DB28JZZ,Stereotactic Gamma Beam Radiosurgery of Diaphragm,DB28JZZ
348,DW21DZZ,Stereotactic Other Photon Radiosurgery of Head and Neck,DW21DZZ
349,DW21HZZ,Stereotactic Particulate Radiosurgery of Head and Neck,DW21HZZ
350,DW21JZZ,Stereotactic Gamma Beam Radiosurgery of Head and Neck,DW21JZZ
351,DW22DZZ,Stereotactic Other Photon Radiosurgery of Chest,DW22DZZ
352,DW22HZZ,Stereotactic Particulate Radiosurgery of Chest,DW22HZZ
353,DW22JZZ,Stereotactic Gamma Beam Radiosurgery of Chest,DW22JZZ
354,DW23DZZ,Stereotactic Other Photon Radiosurgery of Abdomen,DW23DZZ
355,DW23HZZ,Stereotactic Particulate Radiosurgery of Abdomen,DW23HZZ
356,DW23JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen,DW23JZZ
357,DW26DZZ,Stereotactic Other Photon Radiosurgery of Pelvic Region,DW26DZZ
358,DW26HZZ,Stereotactic Particulate Radiosurgery of Pelvic Region,DW26HZZ
359,DW26JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvic Region,DW26JZZ
360,DD20DZZ,Stereotactic Other Photon Radiosurgery of Esophagus,DD20DZZ
361,DD20HZZ,Stereotactic Particulate Radiosurgery of Esophagus,DD20HZZ
362,DD20JZZ,Stereotactic Gamma Beam Radiosurgery of Esophagus,DD20JZZ
363,DD21DZZ,Stereotactic Other Photon Radiosurgery of Stomach,DD21DZZ
364,DD21HZZ,Stereotactic Particulate Radiosurgery of Stomach,DD21HZZ
365,DD21JZZ,Stereotactic Gamma Beam Radiosurgery of Stomach,DD21JZZ
366,DD22DZZ,Stereotactic Other Photon Radiosurgery of Duodenum,DD22DZZ
367,DD22HZZ,Stereotactic Particulate Radiosurgery of Duodenum,DD22HZZ
368,DD22JZZ,Stereotactic Gamma Beam Radiosurgery of Duodenum,DD22JZZ
369,DD23DZZ,Stereotactic Other Photon Radiosurgery of Jejunum,DD23DZZ
370,DD23HZZ,Stereotactic Particulate Radiosurgery of Jejunum,DD23HZZ
371,DD23JZZ,Stereotactic Gamma Beam Radiosurgery of Jejunum,DD23JZZ
372,DD24DZZ,Stereotactic Other Photon Radiosurgery of Ileum,DD24DZZ
373,DD24HZZ,Stereotactic Particulate Radiosurgery of Ileum,DD24HZZ
374,DD24JZZ,Stereotactic Gamma Beam Radiosurgery of Ileum,DD24JZZ
375,DD25DZZ,Stereotactic Other Photon Radiosurgery of Colon,DD25DZZ
376,DD25HZZ,Stereotactic Particulate Radiosurgery of Colon,DD25HZZ
377,DD25JZZ,Stereotactic Gamma Beam Radiosurgery of Colon,DD25JZZ
378,DD27DZZ,Stereotactic Other Photon Radiosurgery of Rectum,DD27DZZ
379,DD27HZZ,Stereotactic Particulate Radiosurgery of Rectum,DD27HZZ
380,DD27JZZ,Stereotactic Gamma Beam Radiosurgery of Rectum,DD27JZZ
381,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain,D020DZZ
382,D020HZZ,Stereotactic Particulate Radiosurgery of Brain,D020HZZ
383,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain,D020JZZ
384,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem,D021DZZ
385,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem,D021HZZ
386,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem,D021JZZ
387,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord,D026DZZ
388,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord,D026HZZ
389,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord,D026JZZ
390,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve,D027DZZ
391,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve,D027HZZ
392,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve,D027JZZ
393,DF20DZZ,Stereotactic Other Photon Radiosurgery of Liver,DF20DZZ
394,DF20HZZ,Stereotactic Particulate Radiosurgery of Liver,DF20HZZ
395,DF20JZZ,Stereotactic Gamma Beam Radiosurgery of Liver,DF20JZZ
396,DF21DZZ,Stereotactic Other Photon Radiosurgery of Gallbladder,DF21DZZ
397,DF21HZZ,Stereotactic Particulate Radiosurgery of Gallbladder,DF21HZZ
398,DF21JZZ,Stereotactic Gamma Beam Radiosurgery of Gallbladder,DF21JZZ
399,DF22DZZ,Stereotactic Other Photon Radiosurgery of Bile Ducts,DF22DZZ
400,DF22HZZ,Stereotactic Particulate Radiosurgery of Bile Ducts,DF22HZZ
401,DF22JZZ,Stereotactic Gamma Beam Radiosurgery of Bile Ducts,DF22JZZ
402,DF23DZZ,Stereotactic Other Photon Radiosurgery of Pancreas,DF23DZZ
403,DF23HZZ,Stereotactic Particulate Radiosurgery of Pancreas,DF23HZZ
404,DF23JZZ,Stereotactic Gamma Beam Radiosurgery of Pancreas,DF23JZZ
405,DG20DZZ,Stereotactic Other Photon Radiosurgery of Pituitary Gland,DG20DZZ
406,DG20HZZ,Stereotactic Particulate Radiosurgery of Pituitary Gland,DG20HZZ
407,DG20JZZ,Stereotactic Gamma Beam Radiosurgery of Pituitary Gland,DG20JZZ
408,DG21DZZ,Stereotactic Other Photon Radiosurgery of Pineal Body,DG21DZZ
409,DG21HZZ,Stereotactic Particulate Radiosurgery of Pineal Body,DG21HZZ
410,DG21JZZ,Stereotactic Gamma Beam Radiosurgery of Pineal Body,DG21JZZ
411,DG22DZZ,Stereotactic Other Photon Radiosurgery of Adrenal Glands,DG22DZZ
412,DG22HZZ,Stereotactic Particulate Radiosurgery of Adrenal Glands,DG22HZZ
413,DG22JZZ,Stereotactic Gamma Beam Radiosurgery of Adrenal Glands,DG22JZZ
414,D720DZZ,Stereotactic Other Photon Radiosurgery of Bone Marrow,D720DZZ
415,D720HZZ,Stereotactic Particulate Radiosurgery of Bone Marrow,D720HZZ
416,D720JZZ,Stereotactic Gamma Beam Radiosurgery of Bone Marrow,D720JZZ
